system:index,date,precip_mm,.geo
38,2005-02-08,0.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
39,2005-02-09,0.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
40,2005-02-10,0.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
41,2005-02-11,0.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
42,2005-02-12,0.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
43,2005-02-13,0.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
44,2005-02-14,0.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
45,2005-02-15,0.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
46,2005-02-16,0.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
47,2005-02-17,0.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
48,2005-02-18,0.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
49,2005-02-19,0.009649065536571952,"{""type"":""MultiPoint"",""coordinates"":[]}"
50,2005-02-20,0.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
51,2005-02-21,0.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
52,2005-02-22,0.012301191133519995,"{""type"":""MultiPoint"",""coordinates"":[]}"
53,2005-02-23,0.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
54,2005-02-24,0.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
55,2005-02-25,0.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
56,2005-02-26,0.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
57,2005-02-27,4.49109263237101E-4,"{""type"":""MultiPoint"",""coordinates"":[]}"
58,2005-02-28,0.001120884869501981,"{""type"":""MultiPoint"",""coordinates"":[]}"
59,2005-03-01,0.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
60,2005-03-02,0.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
61,2005-03-03,0.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
62,2005-03-04,0.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
63,2005-03-05,0.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
64,2005-03-06,0.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
65,2005-03-07,0.5443978784007947,"{""type"":""MultiPoint"",""coordinates"":[]}"
66,2005-03-08,0.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
67,2005-03-09,0.0019638947663137805,"{""type"":""MultiPoint"",""coordinates"":[]}"
68,2005-03-10,0.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
69,2005-03-11,0.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
70,2005-03-12,0.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
71,2005-03-13,0.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
72,2005-03-14,0.03389273967527255,"{""type"":""MultiPoint"",""coordinates"":[]}"
73,2005-03-15,0.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
74,2005-03-16,0.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
75,2005-03-17,0.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
76,2005-03-18,0.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
77,2005-03-19,0.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
78,2005-03-20,0.043712628248317446,"{""type"":""MultiPoint"",""coordinates"":[]}"
79,2005-03-21,0.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
80,2005-03-22,0.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
81,2005-03-23,0.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
82,2005-03-24,0.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
83,2005-03-25,0.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
84,2005-03-26,0.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
85,2005-03-27,0.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
86,2005-03-28,0.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
87,2005-03-29,0.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
88,2005-03-30,0.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
89,2005-03-31,0.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
90,2005-04-01,0.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
91,2005-04-02,0.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
92,2005-04-03,0.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
93,2005-04-04,0.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
94,2005-04-05,0.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
95,2005-04-06,0.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
96,2005-04-07,0.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
97,2005-04-08,0.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
98,2005-04-09,0.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
99,2005-04-10,0.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
100,2005-04-11,0.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
101,2005-04-12,0.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
102,2005-04-13,0.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
103,2005-04-14,0.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
104,2005-04-15,0.11317510019240952,"{""type"":""MultiPoint"",""coordinates"":[]}"
105,2005-04-16,0.06619686379936518,"{""type"":""MultiPoint"",""coordinates"":[]}"
106,2005-04-17,0.03489770434910059,"{""type"":""MultiPoint"",""coordinates"":[]}"
107,2005-04-18,0.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
108,2005-04-19,0.0016020035417685604,"{""type"":""MultiPoint"",""coordinates"":[]}"
109,2005-04-20,0.5248737870756998,"{""type"":""MultiPoint"",""coordinates"":[]}"
110,2005-04-21,0.016968951676622986,"{""type"":""MultiPoint"",""coordinates"":[]}"
111,2005-04-22,0.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
112,2005-04-23,0.420363987452837,"{""type"":""MultiPoint"",""coordinates"":[]}"
113,2005-04-24,0.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
114,2005-04-25,0.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
115,2005-04-26,0.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
116,2005-04-27,6.003642028049399E-5,"{""type"":""MultiPoint"",""coordinates"":[]}"
117,2005-04-28,0.7214540821292388,"{""type"":""MultiPoint"",""coordinates"":[]}"
118,2005-04-29,1.5784846132544752,"{""type"":""MultiPoint"",""coordinates"":[]}"
119,2005-04-30,0.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
120,2005-05-01,0.5540663447550463,"{""type"":""MultiPoint"",""coordinates"":[]}"
121,2005-05-02,3.0174810846653353,"{""type"":""MultiPoint"",""coordinates"":[]}"
122,2005-05-03,0.13869226739031057,"{""type"":""MultiPoint"",""coordinates"":[]}"
123,2005-05-04,0.4320112749281638,"{""type"":""MultiPoint"",""coordinates"":[]}"
124,2005-05-05,0.16640326382076323,"{""type"":""MultiPoint"",""coordinates"":[]}"
125,2005-05-06,0.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
126,2005-05-07,0.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
127,2005-05-08,0.0511232842847942,"{""type"":""MultiPoint"",""coordinates"":[]}"
128,2005-05-09,2.7377310350517288,"{""type"":""MultiPoint"",""coordinates"":[]}"
129,2005-05-10,0.0736405933509728,"{""type"":""MultiPoint"",""coordinates"":[]}"
130,2005-05-11,0.014225459393506203,"{""type"":""MultiPoint"",""coordinates"":[]}"
131,2005-05-12,0.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
132,2005-05-13,0.11017289671431232,"{""type"":""MultiPoint"",""coordinates"":[]}"
133,2005-05-14,1.3665462239099737,"{""type"":""MultiPoint"",""coordinates"":[]}"
134,2005-05-15,0.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
135,2005-05-16,0.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
136,2005-05-17,0.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
137,2005-05-18,0.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
138,2005-05-19,0.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
139,2005-05-20,0.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
140,2005-05-21,0.16235412458724632,"{""type"":""MultiPoint"",""coordinates"":[]}"
141,2005-05-22,0.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
142,2005-05-23,0.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
143,2005-05-24,0.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
144,2005-05-25,0.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
145,2005-05-26,2.6600313167246377,"{""type"":""MultiPoint"",""coordinates"":[]}"
146,2005-05-27,2.8175004438252036,"{""type"":""MultiPoint"",""coordinates"":[]}"
147,2005-05-28,0.021204587314856995,"{""type"":""MultiPoint"",""coordinates"":[]}"
148,2005-05-29,1.9135641739141038,"{""type"":""MultiPoint"",""coordinates"":[]}"
149,2005-05-30,8.895544721243791,"{""type"":""MultiPoint"",""coordinates"":[]}"
150,2005-05-31,0.9790088069531555,"{""type"":""MultiPoint"",""coordinates"":[]}"
151,2005-06-01,0.7041678312225172,"{""type"":""MultiPoint"",""coordinates"":[]}"
152,2005-06-02,4.293349638168494E-4,"{""type"":""MultiPoint"",""coordinates"":[]}"
153,2005-06-03,3.138497815737413,"{""type"":""MultiPoint"",""coordinates"":[]}"
154,2005-06-04,15.502887880257063,"{""type"":""MultiPoint"",""coordinates"":[]}"
155,2005-06-05,0.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
156,2005-06-06,0.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
157,2005-06-07,10.02268983909867,"{""type"":""MultiPoint"",""coordinates"":[]}"
158,2005-06-08,4.36623866583721,"{""type"":""MultiPoint"",""coordinates"":[]}"
159,2005-06-09,0.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
160,2005-06-10,0.17221302705355082,"{""type"":""MultiPoint"",""coordinates"":[]}"
161,2005-06-11,5.476520595202532,"{""type"":""MultiPoint"",""coordinates"":[]}"
162,2005-06-12,0.06325867901267823,"{""type"":""MultiPoint"",""coordinates"":[]}"
163,2005-06-13,0.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
164,2005-06-14,0.09420552703621467,"{""type"":""MultiPoint"",""coordinates"":[]}"
165,2005-06-15,0.49802135798381425,"{""type"":""MultiPoint"",""coordinates"":[]}"
166,2005-06-16,2.2813410972280375,"{""type"":""MultiPoint"",""coordinates"":[]}"
167,2005-06-17,7.380246265479096,"{""type"":""MultiPoint"",""coordinates"":[]}"
168,2005-06-18,3.064172274418851,"{""type"":""MultiPoint"",""coordinates"":[]}"
169,2005-06-19,0.3498094975136608,"{""type"":""MultiPoint"",""coordinates"":[]}"
170,2005-06-20,0.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
171,2005-06-21,0.0037209787828548116,"{""type"":""MultiPoint"",""coordinates"":[]}"
172,2005-06-22,2.9059232507514547,"{""type"":""MultiPoint"",""coordinates"":[]}"
173,2005-06-23,0.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
174,2005-06-24,0.8545291968484605,"{""type"":""MultiPoint"",""coordinates"":[]}"
175,2005-06-25,0.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
176,2005-06-26,12.808805805333472,"{""type"":""MultiPoint"",""coordinates"":[]}"
177,2005-06-27,6.86698787446628,"{""type"":""MultiPoint"",""coordinates"":[]}"
178,2005-06-28,0.5234632066795705,"{""type"":""MultiPoint"",""coordinates"":[]}"
179,2005-06-29,9.507458490536012,"{""type"":""MultiPoint"",""coordinates"":[]}"
180,2005-06-30,6.485801234822082,"{""type"":""MultiPoint"",""coordinates"":[]}"
181,2005-07-01,3.4745862084234904,"{""type"":""MultiPoint"",""coordinates"":[]}"
182,2005-07-02,15.95097320115505,"{""type"":""MultiPoint"",""coordinates"":[]}"
183,2005-07-03,10.781030847737473,"{""type"":""MultiPoint"",""coordinates"":[]}"
184,2005-07-04,0.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
185,2005-07-05,11.07547548474961,"{""type"":""MultiPoint"",""coordinates"":[]}"
186,2005-07-06,1.2801958532870599,"{""type"":""MultiPoint"",""coordinates"":[]}"
187,2005-07-07,0.09859360020139518,"{""type"":""MultiPoint"",""coordinates"":[]}"
188,2005-07-08,12.326105605806159,"{""type"":""MultiPoint"",""coordinates"":[]}"
189,2005-07-09,6.108535114820574,"{""type"":""MultiPoint"",""coordinates"":[]}"
190,2005-07-10,2.6366305469956384,"{""type"":""MultiPoint"",""coordinates"":[]}"
191,2005-07-11,0.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
192,2005-07-12,0.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
193,2005-07-13,4.342723200976296,"{""type"":""MultiPoint"",""coordinates"":[]}"
194,2005-07-14,10.548275353333338,"{""type"":""MultiPoint"",""coordinates"":[]}"
195,2005-07-15,3.0159204071043395,"{""type"":""MultiPoint"",""coordinates"":[]}"
196,2005-07-16,0.14242695622226836,"{""type"":""MultiPoint"",""coordinates"":[]}"
197,2005-07-17,17.524958820928116,"{""type"":""MultiPoint"",""coordinates"":[]}"
198,2005-07-18,2.2779914554315073,"{""type"":""MultiPoint"",""coordinates"":[]}"
199,2005-07-19,3.592993320145558,"{""type"":""MultiPoint"",""coordinates"":[]}"
200,2005-07-20,11.100942847679981,"{""type"":""MultiPoint"",""coordinates"":[]}"
201,2005-07-21,1.7998259145610749,"{""type"":""MultiPoint"",""coordinates"":[]}"
202,2005-07-22,4.800044608164628,"{""type"":""MultiPoint"",""coordinates"":[]}"
203,2005-07-23,0.020247530637791295,"{""type"":""MultiPoint"",""coordinates"":[]}"
204,2005-07-24,3.0887612391804384,"{""type"":""MultiPoint"",""coordinates"":[]}"
205,2005-07-25,1.3227619468762557,"{""type"":""MultiPoint"",""coordinates"":[]}"
206,2005-07-26,0.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
207,2005-07-27,0.3500971588421284,"{""type"":""MultiPoint"",""coordinates"":[]}"
208,2005-07-28,2.4928977583287537,"{""type"":""MultiPoint"",""coordinates"":[]}"
209,2005-07-29,0.05474338008278613,"{""type"":""MultiPoint"",""coordinates"":[]}"
210,2005-07-30,9.806825174853634,"{""type"":""MultiPoint"",""coordinates"":[]}"
211,2005-07-31,9.02220391230957,"{""type"":""MultiPoint"",""coordinates"":[]}"
212,2005-08-01,0.0821586257281335,"{""type"":""MultiPoint"",""coordinates"":[]}"
213,2005-08-02,12.856611899263893,"{""type"":""MultiPoint"",""coordinates"":[]}"
214,2005-08-03,0.2906068539116999,"{""type"":""MultiPoint"",""coordinates"":[]}"
215,2005-08-04,3.9634342004475043,"{""type"":""MultiPoint"",""coordinates"":[]}"
216,2005-08-05,1.4899109474836467,"{""type"":""MultiPoint"",""coordinates"":[]}"
217,2005-08-06,10.179114239220427,"{""type"":""MultiPoint"",""coordinates"":[]}"
218,2005-08-07,0.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
219,2005-08-08,12.237560485348421,"{""type"":""MultiPoint"",""coordinates"":[]}"
220,2005-08-09,0.1936236129906108,"{""type"":""MultiPoint"",""coordinates"":[]}"
221,2005-08-10,9.592996489376091,"{""type"":""MultiPoint"",""coordinates"":[]}"
222,2005-08-11,0.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
223,2005-08-12,28.34650454000657,"{""type"":""MultiPoint"",""coordinates"":[]}"
224,2005-08-13,0.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
225,2005-08-14,5.722330966151822,"{""type"":""MultiPoint"",""coordinates"":[]}"
226,2005-08-15,7.090083261358611,"{""type"":""MultiPoint"",""coordinates"":[]}"
227,2005-08-16,25.564518075366944,"{""type"":""MultiPoint"",""coordinates"":[]}"
228,2005-08-17,4.744345899165157,"{""type"":""MultiPoint"",""coordinates"":[]}"
229,2005-08-18,0.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
230,2005-08-19,2.8432665780468893,"{""type"":""MultiPoint"",""coordinates"":[]}"
231,2005-08-20,0.6813538962349822,"{""type"":""MultiPoint"",""coordinates"":[]}"
232,2005-08-21,0.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
233,2005-08-22,0.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
234,2005-08-23,13.107768993032586,"{""type"":""MultiPoint"",""coordinates"":[]}"
235,2005-08-24,0.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
236,2005-08-25,5.248583201265533,"{""type"":""MultiPoint"",""coordinates"":[]}"
237,2005-08-26,5.742379738647077,"{""type"":""MultiPoint"",""coordinates"":[]}"
238,2005-08-27,0.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
239,2005-08-28,8.868498692227208,"{""type"":""MultiPoint"",""coordinates"":[]}"
240,2005-08-29,17.525131067980873,"{""type"":""MultiPoint"",""coordinates"":[]}"
241,2005-08-30,0.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
242,2005-08-31,0.086909513882531,"{""type"":""MultiPoint"",""coordinates"":[]}"
243,2005-09-01,14.625635125850692,"{""type"":""MultiPoint"",""coordinates"":[]}"
244,2005-09-02,0.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
245,2005-09-03,7.642440231644724,"{""type"":""MultiPoint"",""coordinates"":[]}"
246,2005-09-04,0.2982868973280637,"{""type"":""MultiPoint"",""coordinates"":[]}"
247,2005-09-05,2.629775645085864,"{""type"":""MultiPoint"",""coordinates"":[]}"
248,2005-09-06,6.0342453623486545,"{""type"":""MultiPoint"",""coordinates"":[]}"
249,2005-09-07,0.9942271499515525,"{""type"":""MultiPoint"",""coordinates"":[]}"
250,2005-09-08,13.79049565110353,"{""type"":""MultiPoint"",""coordinates"":[]}"
251,2005-09-09,0.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
252,2005-09-10,0.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
253,2005-09-11,0.06551366830931192,"{""type"":""MultiPoint"",""coordinates"":[]}"
254,2005-09-12,0.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
255,2005-09-13,0.37356525228485915,"{""type"":""MultiPoint"",""coordinates"":[]}"
256,2005-09-14,0.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
257,2005-09-15,0.03806944136935521,"{""type"":""MultiPoint"",""coordinates"":[]}"
258,2005-09-16,2.8036507662209478,"{""type"":""MultiPoint"",""coordinates"":[]}"
259,2005-09-17,0.033243486903430826,"{""type"":""MultiPoint"",""coordinates"":[]}"
260,2005-09-18,3.0411618083692615,"{""type"":""MultiPoint"",""coordinates"":[]}"
261,2005-09-19,4.30074562605498,"{""type"":""MultiPoint"",""coordinates"":[]}"
262,2005-09-20,10.023449802715595,"{""type"":""MultiPoint"",""coordinates"":[]}"
263,2005-09-21,0.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
264,2005-09-22,0.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
265,2005-09-23,6.874603841610945,"{""type"":""MultiPoint"",""coordinates"":[]}"
266,2005-09-24,0.8015690223082989,"{""type"":""MultiPoint"",""coordinates"":[]}"
267,2005-09-25,1.3988930453973125,"{""type"":""MultiPoint"",""coordinates"":[]}"
268,2005-09-26,5.593626577246134,"{""type"":""MultiPoint"",""coordinates"":[]}"
269,2005-09-27,6.584315364285488,"{""type"":""MultiPoint"",""coordinates"":[]}"
270,2005-09-28,2.2340038162436433,"{""type"":""MultiPoint"",""coordinates"":[]}"
271,2005-09-29,0.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
272,2005-09-30,2.0320769504964473,"{""type"":""MultiPoint"",""coordinates"":[]}"
273,2005-10-01,9.467026214808131,"{""type"":""MultiPoint"",""coordinates"":[]}"
274,2005-10-02,4.2461773494917585,"{""type"":""MultiPoint"",""coordinates"":[]}"
275,2005-10-03,2.6405810692483573,"{""type"":""MultiPoint"",""coordinates"":[]}"
276,2005-10-04,6.0701870892568,"{""type"":""MultiPoint"",""coordinates"":[]}"
277,2005-10-05,0.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
278,2005-10-06,0.21115109972489596,"{""type"":""MultiPoint"",""coordinates"":[]}"
279,2005-10-07,0.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
280,2005-10-08,0.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
281,2005-10-09,0.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
282,2005-10-10,0.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
283,2005-10-11,0.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
284,2005-10-12,0.24656801419484245,"{""type"":""MultiPoint"",""coordinates"":[]}"
285,2005-10-13,0.5554945582678925,"{""type"":""MultiPoint"",""coordinates"":[]}"
286,2005-10-14,0.01667182706415678,"{""type"":""MultiPoint"",""coordinates"":[]}"
287,2005-10-15,0.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
288,2005-10-16,0.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
289,2005-10-17,0.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
290,2005-10-18,0.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
291,2005-10-19,0.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
292,2005-10-20,0.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
293,2005-10-21,0.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
294,2005-10-22,0.008656840566494527,"{""type"":""MultiPoint"",""coordinates"":[]}"
295,2005-10-23,0.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
296,2005-10-24,0.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
297,2005-10-25,5.557940117991903E-4,"{""type"":""MultiPoint"",""coordinates"":[]}"
298,2005-10-26,0.01155153768365115,"{""type"":""MultiPoint"",""coordinates"":[]}"
299,2005-10-27,0.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
300,2005-10-28,0.006075566683328205,"{""type"":""MultiPoint"",""coordinates"":[]}"
301,2005-10-29,7.024642123647439E-4,"{""type"":""MultiPoint"",""coordinates"":[]}"
302,2005-10-30,0.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
303,2005-10-31,0.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
304,2005-11-01,0.00398785635656714,"{""type"":""MultiPoint"",""coordinates"":[]}"
305,2005-11-02,0.06429972558468497,"{""type"":""MultiPoint"",""coordinates"":[]}"
306,2005-11-03,0.0014845221900683782,"{""type"":""MultiPoint"",""coordinates"":[]}"
307,2005-11-04,0.0022001058866484196,"{""type"":""MultiPoint"",""coordinates"":[]}"
308,2005-11-05,0.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
309,2005-11-06,0.0025113141394118165,"{""type"":""MultiPoint"",""coordinates"":[]}"
310,2005-11-07,0.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
311,2005-11-08,0.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
312,2005-11-09,0.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
313,2005-11-10,0.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
314,2005-11-11,0.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
315,2005-11-12,0.0018695517226991363,"{""type"":""MultiPoint"",""coordinates"":[]}"
316,2005-11-13,0.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
317,2005-11-14,0.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
318,2005-11-15,0.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
319,2005-11-16,0.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
320,2005-11-17,0.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
321,2005-11-18,0.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
322,2005-11-19,0.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
323,2005-11-20,0.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
324,2005-11-21,1.3839566669694681E-4,"{""type"":""MultiPoint"",""coordinates"":[]}"
325,2005-11-22,0.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
326,2005-11-23,0.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
327,2005-11-24,0.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
328,2005-11-25,0.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
329,2005-11-26,0.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
